jobId,title,description,Job type,Posted
218483150,CyberCoders,"<span id='TrackingJobBody' name='TrackingJobBody'><div class=""section-data"" data-section=""1""><!--START_SECTION_1--><b>**Urgently Hiring!!** </b><br><br><br><b>Job Title: </b> Senior Software Engineer / Analyst <br><br><b>Salary: </b>$100k - $130k<br><br><b>Job Location: </b> Saint Louis, MO (Sunset Hills area)<br><br><b>Requirements: </b> 7+ years as a Software developer or systems analyst working with technologies such as Oracle DBMS, SQL, ASP.NET, etc.<br><br><br><br>We are an established and growing technology company that provides real-time chemical emergency management solutions. We help provide clairty and data to clients complex engineering challenges through fast and reliable engineering simulation. We are currently in a major growth phase and seeking an experienced system engineer/analyst.<!--END_SECTION_1--></div><h4 class=""section-title"">Top Reasons to Work with Us</h4><div class=""section-data section-data-title"" data-section=""2""><!--START_SECTION_2-->- Competitive salary ($100k - $130k)<br>- Great work life balance<br><br>- Stability <br><br>- Dynamic and exciting work environment<br><br>- Full Benefits (health, dental, vision, 401k, etc.)<br><br>- 401k Match<br><br>- Casual work environment<!--END_SECTION_2--></div><h4 class=""section-title"">What You Will Be Doing</h4><div class=""section-data section-data-title"" data-section=""5""><!--START_SECTION_5-->- Work with clients to gather software requirements and technical specifications <br>- Manage software applications and projects<br><br>- Software development, Structured analysis, data, modeling, etc.<br><br>- Monitor production applications, databases, processes, etc.<!--END_SECTION_5--></div><h4 class=""section-title"">What You Need for this Position</h4><div class=""section-data section-data-title"" data-section=""7""><!--START_SECTION_7-->- 8+ years experience developing, implementing, or supporting business critical solutions<br>- Bachelors in IT, CS, or related<br><br>- Experience writing software requirement specifications and test specifications <br><br>- Experience managing and working on large scale projects as well as handling day-to-day operational requests from business partners <br><br>- Experience working in a manufacturing environment is a plus<br><br><br><br><b>Experience developing and supporting applications required: </b> <br><br>- Oracle DBMS, PL Sql, WebLogic/Developer Reports<br><br>- SQL Server DBMS, T-Sql, SSRS<br><br>- Developing Windows Forms and ASP.NET MVC using VB.NET in Visual Studio Professional<br><br><br><br><b>Experience in following development tools preferred but not required: </b> <br><br>- Power BI<br><br>- SharePoint<br><br>- Dynamics CRM<br><br>- Microsoft Access<br><br>- C#<!--END_SECTION_7--></div><!--START_SECTION_8--><!--END_SECTION_8--><div class=""section-data"" data-section=""9""><!--START_SECTION_9-->So, if you are a Senior Software/Systems Analyst with experience, please apply today!<!--END_SECTION_9--></div></span>","Full Time, Employee",5 Days ago
218480545,Collabera,"<span id='TrackingJobBody' name='TrackingJobBody'><span>Minnetonka, Minnesota<br><b>Skills : </b>sas,oracle,db2<br><b>Description : </b><div style=""text-align: center;""><strong>Urgent Hiring - SAS ANALYST/SAS Developer</strong></div><br><div> </div><br><div>Description:</div><br><div>This position is part of a team responsible for management and execution of our provider incentive programs known as Additional Compensation Programs (ACP) including system setup and maintenance; incentive reporting, calculation and distribution; and incentive research and reconciliation. As part of this team, the Business Analyst Consultant will be involved in the processes around the analysis, design, development, implementation, testing, support and maintenance of the systems. This includes system development, detail testing, data cleansing and data analysis for new or revised business/system processes. The Business Analyst Consultant will be responsible for the delivery of accurate, network specific claims detail including all support, both internal and external related to the data. This position is also responsible for turning business problems into understandable, actionable analyses; identifying underlying causes and potential mitigation strategies for medical cost trends, based on broad knowledge of healthcare issues including benefit designs, contracting methodologies, and reimbursement policies; and perform statistical analyses to identify root causes of medical cost trends such as unit cost issues and provider issues.<br><br><br>Major Responsibilities<br>• Provide accurate and complete claims detail to networks participating in select M & R incentive agreements<br>• Understand, research, and assist in problem resolution as needed.<br>• Develop/maintain training programs and strategies for staff.<br>• Design and develop programs in SAS required to administer compensation agreements.<br>• Create/maintain programs supporting the compensation calculation and payment process.<br>• Ensure systems and applicable environments are stable in order to prepare for potential growth in compensation arrangements.<br>• Ability to research both internal and external questions and provide input and suggestions for system sustainability, programming, new processes, etc.<br>• Communicate with other teams both internally and externally involved with the process and provide ongoing support for request tracker<br>• Independently develop programs and queries to run analytics for the compensation program.<br>• Administer/Set up new networks in Mainframes.<br>• Identify and solve potential program/data problems ensuring appropriate follow through and resolution.<br>• Ensure sufficient documentation is available (and provided) to support audits including current/historical documentation of programming and system changes and additions to support the ACP program.<br>• Perform analyses of issues, participate in development of potential solutions, and make recommendations to ensure accurate and timely resolution.<br>• Recommend and drive process improvements.<br>• Generally work is self-directed and not prescribed.<br>• Serves as a technical resource to others.<br>• Experience with financial operations is beneficial.<br>• Other projects as assigned.</div><br><div> </div><br><div><br>Qualifications<br>• Working knowledge in Base SAS/ SAS Macro, SAS/SQL, Enterprise Guide and UNIX<br>• SAS Programmer Certification preferred<br>• Part D / Rx claims knowledge preferred<br>• Relational Database system knowledge : DB2, Oracle and Teradata<br>• Ability to learn and understand the interdependencies of computer systems quickly.<br>• Strong verbal/written communication skills. Ability to communicate effectively with multiple levels within and outside the company. Possesses written communication skills enabling independent handling of correspondence and proofreading of complex legal agreements, letters, reports and other documents.<br>• Ability to help others work independently, prioritize work and meet deadlines.<br>• Demonstrated customer service skills in a professional business environment. Tact, diplomacy and sensitivity to respect confidential information.<br><br>• Work schedule flexibility, including availability for overtime as needed.<br>• Participation in the development/maintenance of computer systems.<br>• Previous experience with incentive or commission processes and systems is preferred.<br>• Previous experience with Medicare and/or the healthcare insurance industry preferred.<br>• Anticipates customer needs and proactively identifies solutions.<br>• Solves complex problems independently.<br><br><br>Management<br>• Strong abilities in training, development and monitoring of staff, new hire and ongoing.<br>• Strong personnel and team development and management.<br>• Develop strategies to achieve team goals.<br>Ability to make and communicate difficult or unpopular decisions<br><br><br>Personal Attributes<br>• Detail-oriented.<br>• Consistent accurate performer.<br>• Ability to multi-task.<br>• Quickly grasps new and/or complex ideas and products.<br>• Strong communication skills (written and verbal).<br>• Drives change.<br>• Consistently demonstrates flexibility.<br>• Strong planning and organization skills.<br>• Strong problem solving ability.<br>• Strong analytical skills.<br>• Drives toward deadlines.<br>• Ability to work in a fast-paced environment.<br>• Team player.<br>• Ability to adapt to change.<br>• Ability to deal with difficult people.<br>• Exceptional computer skills.<br>• Can be relied upon to act ethically, to safeguard confidential information and to adhere to comany code of conduct and all legal regulatory </div></span></span>","Full Time, Temporary/Contract/Project",6 Days ago
218100501,BBVA,"<span id='TrackingJobBody' name='TrackingJobBody'>BBVA seeks Sr. Lead Programmer Analyst - Java to work in Farmers Branch, TX to develop, test and deploy high-quality, innovative and fully-performing software applications. Mail resume to: BBVA &ndash; HR Dept., Attn: TXHOHTERC -I.Ariza, 2200 Post Oak Blvd., Houston, TX 77056. Must put job code SLPAJ20 on resume.</span>","Full Time, Employee",27 Days ago
218145190,Mastech Digital,"<span id='TrackingJobBody' name='TrackingJobBody'><b>Job Description:</b><br><strong>Mastech Digital </strong>provides digital and mainstream technology staff as well as Digital Transformation Services for all American Corporations. We are currently seeking a <strong>Software Engineer-Rest API (Business Analyst)â€‹ </strong>for our client in the<strong> Banking </strong>domain. We value our professionals, providing comprehensive benefits and the opportunity for growth. This is a <strong>Permanent </strong>position and the client is looking for someone to start immediately.<br><br><strong>Duration: </strong>Full-time<br><br><strong>Location: </strong>Pittsburgh, PA<br><br><strong>Role: Software Engineer-Rest API (Business Analyst)â€‹<br><br>Primary Skills: Project Management<br><br>Role Description:</strong> The <strong>Software Engineer-Rest API (Business Analyst)â€‹ </strong>would need to have at least 8 years of experience as Business Systems Analyst. <br><br><strong>Required Qualifications:</strong><br><br>- 8 years of experience as Business Systems Analyst<br><br>- Banking Expertise<br><br>- Agile, REST API (Web services) and Microservices expertise is must/Mainframe<br><br>- Expertise working on Mainframe application performing reverse engineering.<br><br>Future Duties and Responsibilities:<br><br>- Study, define and document detailed REST API requirements through user interviews, facilitated workshops and subject matter expert engagement. <br><br>- Develops a clear understanding of the core accountabilities within the process and Data. <br><br>- Ensures the focus of activity is concentrated on the highest priority needs of the business.<br><br>- Gather requirements translate them to User stories, create swaggers and articulate to the rest of the team<br><br>- Participates in the development of future business processes and organizational structures needed to support new products and/or services. <br><br>- Documents future processes to decide how to proactively improve current business for the development of future procedures and models. <br><br>- Examines processes holistically to understand the impact of changes to people, strategy, systems and general business operations.<br><br>- Develops continuous improvement processes and strategies for current business procedures and systems. <br><br>- Collaborates with key stakeholders to identify the situations and opportunities to improve the business process and their impact.<br><br>- Delivers fact based findings and recommendations and escalates issues identified during review and analysis to stakeholders.<br><br>- Establishes a network of subject matter experts that provide the detail and context for existing processes, and/or stakeholders that may influence others to help support or drive improvements and to mitigate risks.<br><br>- Develops and maintains effective working relationships with supporting area management and staff.<br><br>- Generates and compiles reports, complete with recommended improvements to business processes and operational procedures. <br><br>- Builds the business case for a process or system change and provides detailed input into the change management and implementation.<br><br>- Develops and issues communications for business process changes.<br><br>- Escalates problems and mitigations to Manager.<br><br><strong>Education: </strong>Bachelor’s degree in Computer Science, Electrical/Electronic Engineering, Information Technology or another related field or Equivalent.<br><br><strong>Experience: </strong>Minimum 8 years<br><br><strong>Relocation: </strong>This position will not cover relocation expenses<br><br><strong>Travel: </strong>No<br><br><strong>Local Preferred: </strong>Yes<br><br><strong>Recruiter Name: Abdul Ashim<br><br>Recruiter Phone: 877 884 8834 (Ext: 2187)/412 423 6818<br><br>Equal Employment Opportunity<br><br>#LI-AA3<br><br>#Mastech1</strong><br><br> <br><br><b>Minimum Education Required:</b> Bachelor<br><br><b>Years of Experience Required:</b> More than 5 years<br><br><b>Expected Travel Time:</b> None</span>","Full Time, Employee",25 Days ago
218564888,Nesco Resource,"<span id='TrackingJobBody' name='TrackingJobBody'> *** Output Solutions, seeks Senior Developer, to provide development, maintenance and support services for applications on Microsoft platform<br><br> Strong experience in working with desktop and web applications<br><br> Collaborate with multiple stakeholders to ensure hardware and software are aligned to deliver business requirements<br><br> Experience in implementing common architecture / design patterns (e.g. Model-View-Controller (MVC)<br><br> Passionate about user experiences and user success<br><br> Strong analytical, troubleshooting and problem solving skills<br><br> Rich experience in designing, developing and implementing SQL database<br><br> Able to create technical specification documents and unit testing plans<br><br><br><br> Bachelor's degree or equivalent in Computer Science, Computer Engineering or related field and 8-10 years of experience supporting business solution software on Microsoft platforms.<br><br> 8+ years of working experience in all phases of software development including design, coding, testing, debugging, implementation and source management.<br><br> Strong knowledge of ASP.NET (4.5 and higher), C#, SQL Server 2016, Rest API,Web API, WCF, Web Services, HTML5,CSS3,JQuery,JavaScript,CICD  MS TFS 2017, Azure DevOps<br><br> Strong background in object oriented development techniques<br><br> Experience with web services and service oriented architecture<br><br> 3-5 years of experience with Microsoft Visio<br><br> Minimum 5+ years of experience with Microsoft SQL technologies<br><br> Preferred<br><br>o Working experience on Azure / AWS cloud, C++ and Microsoft Power BI and SSRS<br><br>o Experience working in agile teams<br><br> Able to work in a team environment<br><br> Experience with finance - Cards domain is preferred<br><br><br><br>Nesco Resource is an equal employment opportunity employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, disability, age, or veteran status, or any other legally protected characteristics with respect to employment opportunities.</span>","Full Time, Temporary/Contract/Project",2 Days ago
218336764,Infoquest Consulting Group,"<span id='TrackingJobBody' name='TrackingJobBody'><p><span style=""font-size: 9pt;""><strong>SharePoint Developer/Analyst<br><br>Location: White Plains, NY<br>This is W2 requirement<br>Duration: Long term</strong></span></p><p><span style=""font-size: 9pt;""><strong>Project Overview</strong></span></p><p><span style=""font-size: 9pt;"">This role will support the project to develop a SharePoint based application to tracking contingent worker resources.</span></p><p><span style=""font-size: 9pt;""><strong>Functions and Responsibilities</strong></span></p><p><span style=""font-size: 9pt;""> Develop Design specifications</span></p><p><span style=""font-size: 9pt;"">Develop Nintex Forms and Workflows and OOTB SharePoint functionality with minimal or no custom coding</span></p><p><span style=""font-size: 9pt;"">Develop Test Plans</span></p><p><span style=""font-size: 9pt;"">Perform appropriate testing to ensure quality solutions</span></p><p><span style=""font-size: 9pt;"">Develop Deployment documentation</span></p><p><span style=""font-size: 9pt;""><strong>Skills</strong></span></p><p><span style=""font-size: 9pt;""><strong>Requirements:</strong></span></p><ul><li><span style=""font-size: 9pt;"">Six or more years working as a productive member of an Application Development team. 3+ years working with SharePoint 2013/2016/Office 365</span></li><li><span style=""font-size: 9pt;"">Must have Nintex Forms and Workflow experience</span></li><li><span style=""font-size: 9pt;"">Excellent Oral and written communication is essential.</span></li><li><span style=""font-size: 9pt;"">Expected to drive and initiate search enhancements and improvements</span></li><li><span style=""font-size: 9pt;"">Expected to drive and initiate BI enhancements and improvements</span></li><li><span style=""font-size: 9pt;"">Experience in integration of SharePoint with external systems (Open Text Content Server)</span></li><li><span style=""font-size: 9pt;"">Ability to design mock-ups and prototypes for SharePoint solutions</span></li><li><span style=""font-size: 9pt;"">Experiential knowledge of Enterprise Content Management, Collaboration, and Portals.</span></li><li><span style=""font-size: 9pt;"">Can prepare clear and concise operating instructions, compile documentation of program development, and analyze system capabilities to resolve questions of program intent, output requirements, input data acquisition, programming techniques, and controls.</span></li><li><span style=""font-size: 9pt;"">Practice responsive design patterns and frameworks</span></li><li><span style=""font-size: 9pt;"">Can Install, maintain, develop, and support Microsoft's Business Intelligence technologies including SharePoint BI, Microsoft SQL Server, SQL Server Analysis Server, Reporting Services, Integration Services, Excel, Power BI, and Tableau, to create dashboards, interactive reports, and other visualizations.</span></li></ul><p><span style=""font-size: 9pt;""><strong>Ability to design and code on the following technologies:</strong></span></p><ul><li><span style=""font-size: 9pt;"">.Net, JQuery, .css, js</span></li><li><span style=""font-size: 9pt;"">SharePoint (2013 and 2016)</span></li><li><span style=""font-size: 9pt;"">XML</span></li><li><span style=""font-size: 9pt;"">T-SQL</span></li><li><span style=""font-size: 9pt;"">Web services (WCF)</span></li><li><span style=""font-size: 9pt;"">Powershell</span></li></ul><p><span style=""font-size: 9pt;""><strong>Education and Certifications</strong></span></p><p><span style=""font-size: 9pt;"">The successful candidate will have a Bachelor’s Degree in Computer Science, Master’s preferred or equivalent minimum of ten years’ IT experience serving in strong technical leadership roles.</span></p><p><span style=""font-size: 9pt;"">5-8+ years of experience and working knowledge with SharePoint.</span></p><p><span style=""font-size: 9pt;"">The candidate must have demonstrated decision-making, analytical, organizational, communication and problem solving abilities.</span></p><p><span style=""font-size: 9pt;"">Technical certifications are strongly desired.</span></p><span style=""font-size: 9pt;""><strong><br></strong></span></span>","Full Time, Temporary/Contract/Project",13 Days ago
218336371,Randstad,"<span id='TrackingJobBody' name='TrackingJobBody'> *temporarily remote due to COVID<br>- Work directly with the business users as well as the BI teams onsite to understand the business problems, design a Power BI solution for users.<br><br>Responsibilities:<br>Train the users and junior analysts so to empower them with best Power BI best practices and techniques <br>?? Work directly with the business users as well as the BI teams onsite to understand the business problems, design a Power BI solution for users.<br><br>Working hours: 9:00 AM - 5:00 PM<br><br>Skills:<br>Experience translating business needs into clear requirements and technical designs<br><br>Education:<br>Bachelors<br><br>Experience:<br>Experienced<br><br>Qualifications:<br>Intermediate experience with writing and supporting Power BI based Reports <br>?? Intermediate reporting background <br>?? Intermediate level of Database knowledge working with both SQL Server, Oracle and SQL development skills <br>Intermediate level understanding of Power BI platform and environment <br><br>A Bachelor's degree from an accredited four-year college or university is required. Equivalent work experience and technical training cannot be substituted for the degree requirement. 3 - 5 years experience as a Power BI Developer.<br><br> <br>-<br><br>Randstad is a world leader in matching great people with great companies. Our experienced agents will listen carefully to your employment needs and then work diligently to match your skills and qualifications to the right job and company. Whether you're looking for temporary, temporary-to-permanent or permanent opportunities, no one works harder for you than Randstad. EEO Employer: Race, Religion, Color, National Origin, Citizenship, Sex, Sexual Orientation, Gender Identity, Age, Disability, Ancestry, Veteran Status, Genetic Information, Service in the Uniformed Services or any other classification protected by law. <br>     </span>","Full Time, Temporary/Contract/Project",Today
218406084,Trigyn Technologies Inc,"<span id='TrackingJobBody' name='TrackingJobBody'><p style=""text-align: center;""><span style=""font-size: 10pt;""><strong><em><u>Immediate contract opportunity for Senior GIS Programmer/Analyst with direct client in Towson, MD.</u></em></strong></span></p><p> </p><p><span style=""font-size: 10pt;"">Trigyn is looking for a SENIOR level GIS Specialist for it's DIRECT client to work in Towson, MD. </span><br><br><span style=""font-size: 10pt;""><strong><em><u>Description: </u></em></strong><strong><em><u><br></u></em></strong>Perform application development and support activities supporting the Office of Information Technology’s GIS Program </span><br><br></p><p><span style=""font-size: 10pt;"">The programmer will assist in the development and maintenance of ArcGIS Server applications, GIS application upgrades, and support of the ArcGIS Server environment, along with working with ArcGIS Web AppBuilder and interfacing with CityWorks. </span><br><br><span style=""font-size: 10pt;""><strong><em><u>Duties and Responsibilities:</u></em></strong><strong><em><u><br></u></em></strong>• GIS application development and application maintenance/upgrades </span><br><span style=""font-size: 10pt;"">• ArcGIS server web application development and maintenance </span><br><span style=""font-size: 10pt;"">• Support configuration efforts in CityWorks and the GIS web services used for CityWorks</span><br><span style=""font-size: 10pt;"">• Repair and upgrade existing Facilities toolsets and utility toolsets written in Visual C# using Visual Studio 2010 (IDE) with the ArcObjects Software Developers Kit (SDK) 10.1. </span><br><br><span style=""font-size: 10pt;""><strong><em><u>Minimum Qualifications/Skill Sets: </u></em></strong><strong><em><u><br></u></em></strong>• 8-10+ years in IT with strong experience in ESRI ArcGIS technologies including ArcGIS Server, ArcGIS API for Flex, ArcSDE and ArcGIS Mobile.</span><br><span style=""font-size: 10pt;"">• Minimum of five (5) years developing and modifying applications using J2EE, .NET, JavaScript, HTML, C#.NET or VB.</span><br><span style=""font-size: 10pt;"">• Experience with ArcGIS Model Builder and Python</span><br><span style=""font-size: 10pt;"">• Strong Knowledge of Structured Query Language (SQL), Triggers, and Stored Procedures.</span><br><span style=""font-size: 10pt;"">• Analysis of program and production problems.</span><br><span style=""font-size: 10pt;"">• Developing Crystal Reports or Business Objects.</span><br><span style=""font-size: 10pt;"">• Strong knowledge of relational databases and concepts (Oracle, SQL Server preferred) </span><br><span style=""font-size: 10pt;"">• Excellent communication skills.</span><br><br><span style=""font-size: 10pt;""><strong><em><u>Preferred Qualifications/Skill Sets:</u></em></strong><strong><em><u><br></u></em></strong>• Graduation from an accredited college or university with a bachelor’s degree in Business, Computer Science or a related field and five years’ experience in systems analysis, change management analysis, project management, program analysis, or a closely related field.</span><br><span style=""font-size: 10pt;"">• Recent engagement with a government entity.</span></p><p> </p><p style=""text-align: center;""><span style=""font-size: 10pt;""><strong>TRIGYN IS AN EQUAL OPPORTUNITY EMPLOYER</strong></span></p><p> </p><p><span style=""font-size: 10pt;""><strong>About Trigyn:</strong> Trigyn is an IT Services Company that has been in business for 30 years with more than 1,500 resources deployed today. Trigyn is ISO 9001:2015, ISO 27001:2013 (ISMS) and CMMI Level 5 Certified. Trigyn is an E-Verify® Employer.</span></p></span>","Full Time, Employee",11 Days ago
218489960,The Judge Group,"<span id='TrackingJobBody' name='TrackingJobBody'><b>Location: </b> Pinellas Park, FL<br><b>Description: </b>Moderate skills with high level of proficiency. Develops and implements solutions that require analysis and research. Works on small to large, complex projects that require increased skill in business modeling and requirements definition, multiple products/services, and one or more technical environments. Possesses knowledge in a specific business area. Works on one or more projects as a team member or occasionally as a project lead. May coach more junior business system analysts. Works under general supervision with latitude for independent judgment. May consult with senior peers on certain projects. Typically requires four or more years of business systems analysis experience.<br>  *** Candidate must be local to the St. Pete/Tampa area *** <div>*** Must be a team player *** </div><div>*** First day will be onsite. Training can be up to 30 days. Possibility for remote after training. ***   </div><div><br></div><div>Qualification: </div><div>- Card processing experience with relevant industry knowledge helpful </div><div>- Conversions and Real-time transaction processing </div><div>- Debug and test COBOL and CICS programs related to client, development, and client support </div><div>- Flexibility to work on weekends during conversion </div><div>- Flexibility to be on call service </div><div>- Understanding and Support of Batch Processing </div><div>- Understanding of Change Mgmt and Best Practices for SDLC </div><div>- CA Scheduler, ZWS Scheduler </div><div>- Ability to Participate and Lead Code Peer Reviews </div><div>- COBOL </div><div>- CICS </div><div>- DB2 </div><div>- VSAM </div><div>- JCL </div><div>- DYL280<br><ul></ul></div><br><b>Contact:</b><a><span data-mux=""tooltip"" data-placement=""top"" title=""Apply to this job to send your resume to this employer"" class=""mux-tooltip"">hcaldwell@judge.com</span></a><br><div><i>This job and many more are available through The Judge Group. Find us on the web at <a href=""http://www.judge.com"" target=""_blank"">www.judge.com</a></i></div></span>","Full Time, Temporary/Contract/Project",5 Days ago
218477051,"CALIBRE Systems, Inc.","<span id='TrackingJobBody' name='TrackingJobBody'><div id=""ConfigurablePageDetail__JobDescription"">  <div>    <p>CALIBRE Systems Inc., an employee-owned Management Consulting and Digital Transformation Company, is looking for a Intermediate level Advanced Data Analyst Programmer in support of a current US Army contract. <strong>We are seeking someone that is available immediately.</strong> Job duties and responsibilities include but are not limited to:</p>    <p> </p>    <ul>      <li>Utilize Java programming expertise to develop, deploy, and maintain applications.</li>      <li>Contribute to all stages of application development, from UI design to final testing.</li>      <li>Work closely with other developers to implement solutions to support planned functionality.</li>      <li>Support and participate in Agile Scrum environment.</li>    </ul>  </div></div><div id=""ConfigurablePageDetail__RequiredSkills"">  <h4>Required Skills</h4>  <div>    <p>      <strong> </strong>    </p>    <ul>      <li>        <strong>Must have an active SECRET security clearance.</strong>      </li>      <li>CompTIA Security+ certification.</li>      <li>Strong understanding of Java</li>      <li>Strong understanding of backend services.</li>      <li>Basic to intermediate understanding of Angular.</li>      <li>Basic to intermediate understanding of Oracle.</li>    </ul>  </div></div><div id=""ConfigurablePageDetail__RequiredExperience"">  <h4>Required Experience</h4>  <div>    <p> </p>    <ul>      <li>Bachelors degree in IT or related field (other education, commensurate experience and demonstrated ability of individual may be substituted).</li>      <li>Must have 3-5 years experience as an Advanced Data Analyst Programmer.</li>      <li>Understanding of Denodo/Hadoop.</li>    </ul>  </div></div><div id=""ConfigurablePageDetail__CXRichText_a93070274fc3"">  <p>    <span style=""font-family: "" open="""" sans"";="""" line-height:="""" 1.25em;="""" box-sizing:="""" border-box;="""" font-weight:="""" bolder;="""" font-size:="""" 14px;""="""">CALIBRE and its subsidiaries are an Equal Opportunity Employer and supports transitioning service members, veterans and individuals with disabilities. We offer a competitive salary and full benefits package. To be considered, please apply via our website at</span>    <a href=""http://www.calibresys.com/"" style=""font-family: "" open="""" sans"";="""" line-height:="""" 1.25em;="""" box-sizing:="""" border-box;="""" color:="""" rgb(0,="""" 123,="""" 255);="""" transition:="""" all="""" 0.3s="""" ease="""" 0s;="""" font-size:="""" 14px;""="""" target=""_blank"">      <span style=""line-height: 1.25em; box-sizing: border-box; font-weight: bolder;"">www.calibresys.com</span>    </a>    <span style=""font-family: "" open="""" sans"";="""" line-height:="""" 1.25em;="""" box-sizing:="""" border-box;="""" font-weight:="""" bolder;="""" font-size:="""" 14px;""="""">. Come join our dynamic team. #CALIBRECareers #SPEARCareers</span>  </p></div></span>","Full Time, Employee",6 Days ago
218544584,Eclaro,"<span id='TrackingJobBody' name='TrackingJobBody'><input type='hidden' id='descHeader'><div class='description'><div><span><span><strong>Senior Programmer Analyst - Java</strong></span></span><br><span><span><strong><span>Job Number: 20-05436</span></strong></span></span></div><span><span> <br>Work for a logistics global leader. Eclaro is looking for a <strong>Senior Programmer Analyst - Java</strong> for our client in <strong>Alpharetta, GA. </strong><br> <br>Eclaro’s client is the world’s largest package delivery enterprise, providing expert transportation and logistics assistance to more than 220 countries worldwide. If you’re up to the challenge, then take a chance at this rewarding opportunity!<br> <br><strong>Position Overview: </strong></span></span><ul> <li><span><span>Explanation of Position:</span></span> <ul>  <li><span><span>A critical onsite resource is leaving UPS and needs to be replaced to ensure continuity in supporting SM Business.</span></span></li> </ul> </li> <li><span><span>Details of Position:</span></span> <ul>  <li><span><span>Senior Programmer Analyst responsible for all phases of application development for components comprising Web Development Technologies.</span></span></li>  <li><span><span>Must have experience in design, development using Power BI, Java, SQL Server DB, SSIS, SSAS, unit/integration testing and support QA.</span></span></li>  <li><span><span>Work Experience developing Business Intelligence interface and reports using Power BI, developing APIs and application performance tuning is required.</span></span></li>  <li><span><span>Work Experience using Weblogic, Spring, Spring boot, Maven and Angular is required. Candidate must be familiar with I.T. application technical standards and methodologies.</span></span></li>  <li><span><span>Knowledge of multi-platform integrations and workflows is a strong plus. Knowledge of Mobile and Azure development.</span></span></li> </ul> </li></ul><span><span><strong> <br>Skills:</strong></span></span><ul> <li><span><span>Primary: Agile Business Analysis, SQL Server, Power BI, Java, Angular; Advanced</span></span></li> <li><span><span>Management: Communication; Advanced</span></span></li></ul><span><span> <br><strong>If hired, you will enjoy the following Eclaro Benefits:</strong></span></span><ul> <li><span><span>401k Retirement Savings Plan administered by Merrill Lynch</span></span></li> <li><span><span>Commuter Check Pretax Commuter Benefits</span></span></li> <li><span><span>Eligibility to purchase Medical, Dental & Vision Insurance through Eclaro</span></span></li></ul><span><span> <br><span>If interested, you may contact:</span><br><strong><span>Heckle Tulab</span><br><span>heckle.tulab@eclaro.com</span><br><span>2128047460</span><br><u><span>Heckle Tulab | LinkedIn</span></u><br> <br>Equal Opportunity Employer:</strong> Eclaro values diversity and does not discriminate based on Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status.</span></span></div><input type='hidden' id='descFooter'></span>","Full Time, Employee",3 Days ago
218294885,Tekmark Global Solutions,"<span id='TrackingJobBody' name='TrackingJobBody'><div>  <p>Job Description:</p>  <p>-Client is seeking a Programmer Analyst III</p>  <p>  <p>-Manager prefers VB.NET exp</p>  <p>-Need strong API exp</p>  <p>-Will be working on customer facing Web Portals used for data processing.  they will be encrypting data midstream.  They will also be doing security enhancements. The SW used for encryption is Voltage.</p>  <p>-There will be a 2-week training period on these Portals, then they will dive into design and implementation phases</p>  <p>-Folks from Financial industry and Healthcare industry generally have this encryption background</p>  <p>  <p>Responsibilities:</p>  <p>-Under minimal direction, prepares and defines system objectives and scope.</p>  <p>-Will conduct research and fact-finding to develop or modify technology.</p>  <p>-Typically has an understanding of the end-product (application).</p>  <p>-Will prepare detailed specifications from which programs will be written.</p>  <p>-Under direction, will design, code, test, debug and document programs.</p>  <p>-Requires minimal guidance on complex projects and usually does not deviate from set policies or procedures.</p>  <p>-Does all work using Quality Assurance guidelines.</p>  <p>  <p>Qualifications:</p>  <p>-Experienced in Software Development Life Cycle knowledge with an emphasis in security, software version control, and web-based and client server programming techniques. Ability to learn quickly.</p>  <p>-Excellent written and verbal communication skills.</p>  <p>-Ability to work with Teach Leads to define and solve problems associated web based system and middleware form based applications.</p>  <p>-Able to make decisions regarding defined tasks.</p>  <p>-Must be a self-starter with attention to detail.</p>  <p>-8+ years of progressive IT experience, with focus on software development in the following areas:</p>  <p>-Hands-on experience designing and developing object-oriented software</p>  <p>applications with .NET (4.5 +) technologies especially VB.NET/ASP.NET/ADO.NET</p>  <p>-Proven experience of using MS Visual Studio 2019</p>  <p>-Experience and knowledge of Web Services, XML, HTML, CSS and other design</p>  <p>patterns</p>  <p>-Experience with SOAP, AJAX, JSON/RestAPI</p>  <p>-Database experience with SQL Server 2012, SQL Server Reporting Services 2012,</p>  <p>SQL Server Integration Services (SSIS packages) 2012</p>  <p>-Ability to design database tables, views, triggers, indexes, and functions, writing</p>  <p>stored procedures, CLRs, DMLs and optimizing performance techniques using SQL</p>  <p>Server 2012</p>  <p>-Data and file level encryption/decryption within industry standard tools</p>  <p>-Proven experience in dealing and fixing PenTest and AppScan findings</p>  <p>-Full knowledge in OWASP and secured coding best practices</p>  <p>-Experience in MicroFocus Voltage (Format-preserving encryption, tokenization, data</p>  <p>masking, and key management) is a plus</p></div></span>","Full Time, Employee",3 Days ago
